CustomerID,Frequency,TotalQuantity,Monetary,LastPurchase,Recency,Churn,AvgOrderValue,PurchaseIntensity,CustomerLifetime
12435.0,2,2055,7829.89,2011-09-21 09:06:00,79,0,3914.945,0.025,267
12436.0,1,211,509.01,2011-09-01 12:09:00,99,0,509.01,0.01,99
12437.0,18,2922,4951.41,2011-12-08 11:35:00,1,0,275.0783333333333,9.0,330
12438.0,2,1180,2906.85,2011-11-25 13:28:00,13,0,1453.425,0.14285714285714285,139
12441.0,1,121,173.55,2010-12-08 10:45:00,366,1,173.55,0.0027247956403269754,366
12442.0,1,182,172.06,2011-12-06 14:22:00,2,0,172.06,0.3333333333333333,2
12444.0,5,1153,5005.46,2011-11-18 13:23:00,20,0,1001.092,0.23809523809523808,170
12445.0,1,62,133.4,2011-11-17 18:43:00,21,0,133.4,0.045454545454545456,21
12446.0,1,351,1002.31,2011-10-13 12:50:00,57,0,1002.31,0.017241379310344827,57
12447.0,1,190,476.49,2011-04-10 13:25:00,242,1,476.49,0.00411522633744856,242
12448.0,1,243,449.45,2011-10-26 13:46:00,43,0,449.45,0.022727272727272728,43
12449.0,4,1553,4067.29,2011-11-17 13:46:00,21,0,1016.8225,0.18181818181818182,186
12450.0,2,128,197.88,2011-07-06 14:41:00,155,1,98.94,0.01282051282051282,172
12451.0,5,6575,9035.52,2011-11-29 08:40:00,10,0,1807.104,0.45454545454545453,324
12452.0,2,185,430.57,2011-11-23 10:28:00,16,0,215.285,0.11764705882352941,16
12453.0,1,473,707.09,2011-07-28 14:08:00,133,0,707.09,0.007462686567164179,133
12454.0,1,1006,3528.34,2011-10-14 17:13:00,55,0,3528.34,0.017857142857142856,55
12455.0,6,2089,2466.86,2011-09-27 15:31:00,72,0,411.1433333333334,0.0821917808219178,296
12456.0,3,1633,3181.04,2011-10-26 14:41:00,43,0,1060.3466666666666,0.06818181818181818,254
12457.0,7,843,2363.23,2011-10-04 13:13:00,65,0,337.6042857142857,0.10606060606060606,238
12458.0,2,506,947.4,2011-09-29 15:25:00,70,0,473.7,0.028169014084507043,284
12461.0,2,287,826.88,2011-09-06 16:57:00,93,0,413.44,0.02127659574468085,154
12462.0,2,536,1189.59,2011-11-21 09:11:00,18,0,594.795,0.10526315789473684,302
12463.0,4,776,1344.78,2011-10-17 13:44:00,52,0,336.195,0.07547169811320754,241
12464.0,8,112,1212.05,2011-11-29 13:33:00,9,0,151.50625,0.8,308
12465.0,2,479,742.1899999999999,2011-11-22 16:34:00,16,0,371.09499999999997,0.11764705882352941,168
12468.0,2,366,729.5400000000001,2011-06-05 11:36:00,187,1,364.77000000000004,0.010638297872340425,315
12471.0,30,8212,19824.05,2011-12-07 15:43:00,1,0,660.8016666666666,15.0,364
12472.0,7,4148,6572.11,2011-11-07 14:01:00,31,0,938.8728571428571,0.21875,368
12473.0,5,2439,3938.55,2011-11-10 13:46:00,28,0,787.71,0.1724137931034483,191
12474.0,18,4847,7375.79,2011-11-22 14:39:00,16,0,409.7661111111111,1.0588235294117647,329
12475.0,1,535,723.38,2011-10-17 10:10:00,53,0,723.38,0.018518518518518517,53
12476.0,11,2408,6816.42,2011-11-24 12:40:00,15,0,619.6745454545454,0.6875,360
12477.0,6,3653,13219.74,2011-11-17 09:51:00,22,0,2203.29,0.2608695652173913,301
12478.0,1,236,680.99,2011-12-06 09:56:00,3,0,680.99,0.25,3
12479.0,1,385,527.2,2011-11-28 13:26:00,10,0,527.2,0.09090909090909091,10
12480.0,4,1707,3281.63,2011-11-11 14:52:00,27,0,820.4075,0.14285714285714285,335
12481.0,10,3304,5596.32,2011-11-17 08:29:00,22,0,559.632,0.43478260869565216,365
12483.0,8,1110,2484.98,2011-11-22 17:02:00,16,0,310.6225,0.47058823529411764,338
12484.0,6,2191,4541.72,2011-11-07 11:37:00,32,0,756.9533333333334,0.18181818181818182,335
12488.0,3,529,1298.66,2011-11-30 08:50:00,9,0,432.8866666666667,0.3,75
12489.0,1,105,334.93,2011-01-07 13:13:00,335,1,334.93,0.002976190476190476,335
12490.0,10,3064,5417.93,2011-12-04 16:07:00,4,0,541.793,2.0,329
12491.0,1,260,460.4,2011-11-01 12:18:00,38,0,460.4,0.02564102564102564,38
12492.0,2,192,263.21000000000004,2011-10-07 15:15:00,62,0,131.60500000000002,0.031746031746031744,104
12493.0,2,207,433.74,2011-06-27 10:17:00,165,1,216.87,0.012048192771084338,196
12494.0,7,707,1246.1,2011-11-24 09:34:00,15,0,178.0142857142857,0.4375,365
12497.0,1,1236,1043.1,2011-09-19 12:29:00,81,0,1043.1,0.012195121951219513,81
12498.0,3,159,403.7000000000001,2011-11-18 12:53:00,20,0,134.5666666666667,0.14285714285714285,57
12500.0,11,2678,4257.82,2011-11-16 16:20:00,22,0,387.07454545454544,0.4782608695652174,333
12501.0,1,1783,2169.39,2011-01-07 12:28:00,336,1,2169.39,0.002967359050445104,336
12502.0,5,820,3723.87,2011-09-05 11:52:00,95,0,744.774,0.052083333333333336,309
12504.0,2,90,482.05,2011-11-21 16:02:00,17,0,241.025,0.1111111111111111,29
12506.0,1,23,73.5,2011-04-21 08:54:00,232,1,73.5,0.004291845493562232,232
12507.0,3,894,1304.81,2011-07-28 17:09:00,133,0,434.93666666666667,0.022388059701492536,298
12508.0,2,272,398.27,2011-11-13 15:37:00,25,0,199.135,0.07692307692307693,28
12509.0,1,55,176.5,2011-02-28 14:45:00,283,1,176.5,0.0035211267605633804,283
12510.0,2,353,982.57,2011-07-20 10:15:00,142,1,491.285,0.013986013986013986,324
12512.0,2,99,138.03,2011-10-04 14:55:00,65,0,69.015,0.030303030303030304,65
12513.0,1,462,612.29,2011-08-19 10:51:00,112,0,612.29,0.008849557522123894,112
12514.0,1,440,1017.68,2011-03-17 16:38:00,266,1,1017.68,0.003745318352059925,266
12515.0,1,131,383.7,2010-12-21 15:43:00,352,1,383.7,0.0028328611898017,352
12516.0,2,875,1312.06,2011-09-23 09:13:00,77,0,656.03,0.02564102564102564,180
12517.0,5,1371,2502.84,2011-11-11 14:04:00,27,0,500.56800000000004,0.17857142857142858,189
12518.0,5,1318,2056.89,2011-12-09 10:13:00,0,0,411.378,5.0,109
12519.0,1,183,340.84,2011-10-07 09:26:00,63,0,340.84,0.015625,63
12520.0,5,1439,2634.26,2011-09-21 15:23:00,78,0,526.8520000000001,0.06329113924050633,273
12521.0,1,309,599.68,2011-07-20 10:51:00,142,1,599.68,0.006993006993006993,142
12522.0,2,194,192.72,2011-10-31 15:30:00,38,0,96.36,0.05128205128205128,50
12523.0,11,865,1789.77,2011-11-20 12:55:00,18,0,162.70636363636365,0.5789473684210527,331
12524.0,8,3699,4485.72,2011-11-30 15:31:00,8,0,560.715,0.8888888888888888,333
12526.0,3,632,1316.66,2011-12-09 12:09:00,0,0,438.8866666666667,3.0,93
12527.0,3,234,348.71000000000004,2011-09-19 11:55:00,81,0,116.23666666666668,0.036585365853658534,325
12528.0,6,756,1933.48,2011-11-30 14:40:00,8,0,322.24666666666667,0.6666666666666666,312
12530.0,4,913,1662.28,2011-10-11 12:34:00,59,0,415.57,0.06666666666666667,336
12531.0,1,45,125.22,2011-11-25 11:12:00,14,0,125.22,0.06666666666666667,14
12532.0,1,153,349.83000000000004,2011-11-09 13:47:00,29,0,349.83000000000004,0.03333333333333333,29
12534.0,1,651,1089.18,2011-08-01 10:26:00,130,0,1089.18,0.007633587786259542,130
12535.0,2,219,716.35,2011-09-09 08:48:00,91,0,358.175,0.021739130434782608,186
12536.0,3,2803,12601.830000000002,2011-10-27 14:20:00,42,0,4200.610000000001,0.06976744186046512,58
12538.0,1,191,363.95,2011-11-10 17:16:00,28,0,363.95,0.034482758620689655,28
12539.0,4,2067,5568.35,2011-11-17 13:30:00,21,0,1392.0875,0.18181818181818182,333
12540.0,17,6685,13400.24,2011-11-20 11:31:00,19,0,788.2494117647059,0.85,361
12541.0,3,680,981.18,2011-11-10 10:40:00,29,0,327.06,0.1,280
12544.0,1,136,372.7,2011-11-03 16:15:00,35,0,372.7,0.027777777777777776,35
12545.0,2,523,1000.39,2011-09-25 13:39:00,74,0,500.195,0.02666666666666667,259
12546.0,2,633,1161.5,2011-10-24 12:09:00,46,0,580.75,0.0425531914893617,77
12547.0,2,134,207.8,2011-05-26 12:38:00,197,1,103.9,0.010101010101010102,280
12548.0,1,49,95.2,2011-06-26 15:35:00,165,1,95.2,0.006024096385542169,165
12550.0,1,569,964.83,2011-09-21 14:35:00,78,0,964.83,0.012658227848101266,78
12551.0,1,100,168.0,2010-12-17 11:23:00,357,1,168.0,0.002793296089385475,357
12552.0,2,88,437.82,2011-11-01 10:02:00,38,0,218.91,0.05128205128205128,39
12553.0,10,1965,3692.28,2011-12-01 16:38:00,7,0,369.228,1.25,329
12556.0,2,358,603.71,2011-10-20 13:06:00,49,0,301.855,0.04,150
12557.0,5,4384,11990.96,2011-11-23 16:59:00,15,0,2398.192,0.3125,371
12558.0,1,196,269.96,2011-12-02 10:41:00,7,0,269.96,0.125,7
12559.0,2,283,561.71,2011-02-02 09:49:00,310,1,280.855,0.006430868167202572,319
12560.0,3,1110,2134.01,2011-12-04 13:54:00,4,0,711.3366666666667,0.6,142
12561.0,1,177,238.85,2011-02-10 11:39:00,302,1,238.85,0.0033003300330033004,302
12562.0,7,1779,3781.74,2011-12-01 17:20:00,7,0,540.2485714285714,0.875,198
12564.0,1,133,456.9,2011-03-23 14:55:00,260,1,456.9,0.0038314176245210726,260
12565.0,1,80,145.92,2011-02-24 10:34:00,288,1,145.92,0.0034602076124567475,288
12566.0,1,265,351.65,2011-09-14 14:30:00,85,0,351.65,0.011627906976744186,85
12567.0,10,4305,9401.28,2011-11-17 11:02:00,22,0,940.128,0.43478260869565216,369
12569.0,32,1801,4124.69,2011-12-07 16:24:00,1,0,128.8965625,16.0,251
12571.0,2,523,519.61,2011-10-31 10:19:00,39,0,259.805,0.05,121
12572.0,2,452,1020.42,2011-12-01 09:20:00,8,0,510.21,0.2222222222222222,51
12573.0,1,84,160.54000000000002,2011-04-26 15:52:00,226,1,160.54000000000002,0.004405286343612335,226
12574.0,1,61,218.45,2011-01-28 09:20:00,315,1,218.45,0.0031645569620253164,315
12576.0,5,967,1315.83,2011-11-04 10:11:00,35,0,263.166,0.1388888888888889,304
12577.0,3,472,657.8,2011-11-04 13:24:00,34,0,219.26666666666665,0.08571428571428572,358
12578.0,2,1196,2794.51,2011-11-18 13:30:00,20,0,1397.255,0.09523809523809523,329
12579.0,1,285,440.42,2011-09-22 17:15:00,77,0,440.42,0.01282051282051282,77
12580.0,1,238,415.7,2011-04-07 10:24:00,246,1,415.7,0.004048582995951417,246
12581.0,1,161,197.71,2011-10-31 08:56:00,39,0,197.71,0.025,39
12582.0,2,300,511.36,2011-04-15 08:45:00,238,1,255.68,0.008368200836820083,288
12583.0,15,5060,7281.38,2011-12-07 08:07:00,2,0,485.42533333333336,5.0,373
12584.0,9,416,2338.15,2011-12-06 09:35:00,3,0,259.7944444444445,2.25,279
12585.0,2,1279,2040.1,2011-04-19 13:39:00,233,1,1020.05,0.008547008547008548,350
12586.0,1,79,196.94000000000003,2011-11-22 16:24:00,16,0,196.94000000000003,0.058823529411764705,16
12587.0,1,51,144.0,2011-12-02 12:47:00,7,0,144.0,0.125,7
12588.0,1,53,214.9,2011-10-31 15:01:00,38,0,214.9,0.02564102564102564,38
12589.0,2,306,646.68,2011-11-11 10:19:00,28,0,323.34,0.06896551724137931,144
12590.0,2,4283,9864.26,2011-05-12 14:52:00,210,1,4932.13,0.009478672985781991,210
12591.0,1,228,452.85,2011-01-26 14:35:00,316,1,452.85,0.0031545741324921135,316
12592.0,2,290,437.6,2011-09-08 15:04:00,91,0,218.8,0.021739130434782608,212
12593.0,3,206,418.1,2011-08-23 12:43:00,108,0,139.36666666666667,0.027522935779816515,218
12594.0,10,1777,3338.2200000000003,2011-11-02 12:20:00,37,0,333.822,0.2631578947368421,322
12596.0,2,474,618.27,2011-10-19 13:02:00,50,0,309.135,0.0392156862745098,241
12597.0,4,2236,3811.22,2011-11-20 13:33:00,18,0,952.805,0.21052631578947367,267
12598.0,8,1964,3023.08,2011-11-30 12:18:00,9,0,377.885,0.8,284
12599.0,7,956,1032.58,2011-11-10 13:34:00,28,0,147.51142857142855,0.2413793103448276,303
12600.0,10,774,2599.04,2011-11-11 10:29:00,28,0,259.904,0.3448275862068966,370
12601.0,5,245,577.0600000000001,2011-06-03 10:17:00,189,1,115.412,0.02631578947368421,332
12602.0,1,162,153.12,2011-10-12 11:22:00,58,0,153.12,0.01694915254237288,58
12603.0,1,63,739.1999999999999,2011-11-18 10:42:00,21,0,739.1999999999999,0.045454545454545456,21
12604.0,2,201,254.18,2011-09-21 14:08:00,78,0,127.09,0.02531645569620253,261
12607.0,1,1228,1579.51,2011-10-10 16:06:00,59,0,1579.51,0.016666666666666666,59
12609.0,3,648,1126.85,2011-09-22 16:34:00,77,0,375.6166666666666,0.038461538461538464,317
12610.0,5,1049,2099.54,2011-11-17 09:34:00,22,0,419.908,0.21739130434782608,125
12611.0,1,846,1193.32,2011-10-18 13:12:00,51,0,1193.32,0.019230769230769232,51
12612.0,1,262,704.0400000000001,2011-09-26 15:35:00,73,0,704.0400000000001,0.013513513513513514,73
12613.0,5,1644,3344.38,2011-10-13 14:59:00,56,0,668.876,0.08771929824561403,261
12614.0,1,76,315.6,2011-03-07 10:22:00,277,1,315.6,0.0035971223021582736,277
12615.0,4,1376,2291.19,2011-12-07 15:02:00,1,0,572.7975,2.0,167
12616.0,2,284,713.3,2011-09-05 15:17:00,94,0,356.65,0.021052631578947368,296
12617.0,1,213,355.53,2011-11-10 14:39:00,28,0,355.53,0.034482758620689655,28
12618.0,1,96,177.31,2011-11-18 11:10:00,21,0,177.31,0.045454545454545456,21
12619.0,9,3378,3641.24,2011-11-23 14:52:00,15,0,404.5822222222222,0.5625,252
12620.0,3,1181,1339.41,2011-11-25 10:20:00,14,0,446.47,0.2,204
12621.0,20,7440,13689.67,2011-12-08 11:25:00,1,0,684.4835,10.0,365
12622.0,1,69,180.1,2011-04-21 16:39:00,231,1,180.1,0.004310344827586207,231
12623.0,1,191,305.1,2011-03-08 13:50:00,275,1,305.1,0.0036231884057971015,275
12624.0,2,355,641.13,2011-08-25 15:04:00,105,0,320.565,0.018867924528301886,177
12625.0,2,1612,2683.82,2011-05-12 09:54:00,211,1,1341.91,0.009433962264150943,318
12626.0,9,3453,6620.48,2011-11-16 16:06:00,22,0,735.6088888888888,0.391304347826087,326
12627.0,7,2752,4478.53,2011-11-29 12:07:00,10,0,639.79,0.6363636363636364,139
12628.0,3,448,786.46,2011-12-05 13:15:00,3,0,262.15333333333336,0.75,64
12630.0,2,548,1270.88,2011-11-30 10:48:00,9,0,635.44,0.2,43
12631.0,1,236,640.5,2011-10-13 13:53:00,56,0,640.5,0.017543859649122806,56
12633.0,4,1162,2163.98,2011-10-12 11:40:00,58,0,540.995,0.06779661016949153,287
12635.0,2,1172,1689.18,2011-09-11 11:04:00,89,0,844.59,0.022222222222222223,154
12637.0,8,3002,6021.9,2011-10-03 13:46:00,66,0,752.7375,0.11940298507462686,323
12638.0,1,577,671.69,2011-11-06 13:11:00,32,0,671.69,0.030303030303030304,32
12639.0,1,201,486.1,2011-04-15 12:48:00,238,1,486.1,0.0041841004184100415,238
12640.0,3,311,1174.58,2011-11-16 11:52:00,23,0,391.52666666666664,0.125,81
12641.0,1,72,185.9,2011-08-16 13:26:00,114,0,185.9,0.008695652173913044,114
12642.0,3,552,1013.26,2011-11-14 15:03:00,24,0,337.75333333333333,0.12,107
12643.0,6,1808,3344.64,2011-08-03 12:56:00,127,0,557.4399999999999,0.046875,332
12644.0,1,325,477.91,2011-08-02 10:33:00,129,0,477.91,0.007692307692307693,129
12645.0,4,1084,1775.18,2011-11-06 12:38:00,33,0,443.795,0.11764705882352941,315
12646.0,2,897,1346.97,2011-12-05 10:14:00,4,0,673.485,0.4,48
12647.0,12,1431,3722.82,2011-11-17 12:56:00,21,0,310.235,0.5454545454545454,368
12648.0,1,160,318.05,2011-07-08 11:55:00,154,1,318.05,0.0064516129032258064,154
12649.0,3,586,623.51,2011-08-24 14:41:00,106,0,207.83666666666667,0.028037383177570093,211
12650.0,1,254,314.44,2011-12-06 16:34:00,2,0,314.44,0.3333333333333333,2
12651.0,1,78,114.0,2011-01-09 12:46:00,334,1,114.0,0.0029850746268656717,334
12652.0,1,505,919.98,2011-01-12 15:00:00,330,1,919.98,0.0030211480362537764,330
12653.0,2,919,2209.85,2011-07-14 10:41:00,148,1,1104.925,0.013422818791946308,296
12654.0,5,264,601.98,2011-11-29 10:10:00,10,0,120.396,0.45454545454545453,294
12656.0,5,1723,4051.17,2011-11-22 13:42:00,16,0,810.234,0.29411764705882354,233
12657.0,4,1044,1643.18,2011-11-28 15:47:00,10,0,410.795,0.36363636363636365,78
12658.0,1,320,686.05,2011-11-21 10:22:00,18,0,686.05,0.05263157894736842,18
12659.0,1,105,91.68,2011-11-10 11:53:00,29,0,91.68,0.03333333333333333,29
12660.0,1,127,245.1,2011-11-28 13:26:00,10,0,245.1,0.09090909090909091,10
12662.0,11,2058,3849.78,2011-12-09 11:59:00,0,0,349.98,11.0,372
12664.0,9,1203,4881.88,2011-12-01 17:07:00,7,0,542.4311111111111,1.125,322
12665.0,1,37,63.0,2011-01-19 08:34:00,324,1,63.0,0.003076923076923077,324
12667.0,1,395,620.13,2011-10-12 17:00:00,57,0,620.13,0.017241379310344827,57
12668.0,4,1634,3807.15,2011-11-28 10:56:00,11,0,951.7875,0.3333333333333333,355
12669.0,3,1115,2744.03,2011-07-12 09:54:00,150,1,914.6766666666667,0.019867549668874173,256
12670.0,5,1397,2996.05,2011-11-29 15:23:00,9,0,599.21,0.5,232
12672.0,1,78,225.9,2011-01-14 09:20:00,329,1,225.9,0.0030303030303030303,329
12673.0,2,351,610.52,2011-12-04 13:55:00,4,0,305.26,0.4,326
12674.0,4,1133,1970.6,2011-11-01 12:12:00,38,0,492.65,0.10256410256410256,207
12676.0,6,670,1331.39,2011-11-15 12:25:00,24,0,221.89833333333334,0.24,310
12678.0,12,10923,17628.46,2011-10-28 13:04:00,41,0,1469.0383333333332,0.2857142857142857,353
12679.0,4,554,1113.02,2011-10-12 12:30:00,58,0,278.255,0.06779661016949153,283
12680.0,4,443,862.81,2011-12-09 12:50:00,0,0,215.7025,4.0,112
12681.0,22,7536,13787.54,2011-11-25 11:33:00,14,0,626.7063636363637,1.4666666666666666,367
12682.0,31,5575,12288.22,2011-12-06 10:00:00,3,0,396.3941935483871,7.75,370
12683.0,15,4987,8476.57,2011-12-05 16:31:00,3,0,565.1046666666666,3.75,365
12684.0,7,1985,2283.63,2011-12-02 09:53:00,7,0,326.23285714285714,0.875,212
12685.0,6,1523,2863.08,2011-11-11 13:46:00,27,0,477.18,0.21428571428571427,93
12686.0,1,107,89.14,2010-12-03 09:51:00,371,1,89.14,0.002688172043010753,371
12688.0,1,3028,4873.81,2011-08-18 08:49:00,113,0,4873.81,0.008771929824561403,113
12689.0,2,628,1247.61,2011-11-14 08:31:00,25,0,623.805,0.07692307692307693,127
12690.0,1,106,389.01,2011-05-18 09:09:00,205,1,389.01,0.0048543689320388345,205
12691.0,6,394,1035.8,2011-11-11 16:49:00,27,0,172.63333333333333,0.21428571428571427,356
12693.0,4,255,855.91,2011-08-04 17:51:00,126,0,213.9775,0.031496062992125984,318
12694.0,2,509,869.67,2011-09-30 13:06:00,69,0,434.835,0.02857142857142857,182
12695.0,4,220,582.1,2011-12-02 13:22:00,6,0,145.525,0.5714285714285714,209
12697.0,3,508,957.59,2011-11-11 08:47:00,28,0,319.19666666666666,0.10344827586206896,168
12700.0,4,2967,4939.99,2011-12-02 10:47:00,7,0,1234.9975,0.5,214
12701.0,2,678,797.71,2011-09-21 10:47:00,79,0,398.855,0.025,241
12702.0,1,53,219.0,2011-11-20 10:36:00,19,0,219.0,0.05,19
12703.0,1,164,283.55,2011-09-29 17:52:00,70,0,283.55,0.014084507042253521,70
12704.0,8,1006,2340.84,2011-12-02 13:15:00,6,0,292.605,1.1428571428571428,169
12705.0,9,3997,6868.29,2011-11-24 13:17:00,14,0,763.1433333333333,0.6,356
12707.0,1,256,603.42,2011-02-21 08:38:00,291,1,603.42,0.003424657534246575,291
12708.0,10,1307,2712.91,2011-11-10 09:52:00,29,0,271.291,0.3333333333333333,368
12709.0,15,3936,9736.52,2011-11-24 15:38:00,14,0,649.1013333333334,1.0,366
12710.0,3,851,1149.02,2011-09-04 12:00:00,96,0,383.00666666666666,0.030927835051546393,200
12712.0,13,1062,4396.13,2011-11-11 08:19:00,28,0,338.1638461538462,0.4482758620689655,370
12713.0,1,508,848.55,2011-12-09 12:16:00,0,0,848.55,1.0,0
12714.0,5,3069,4708.86,2011-11-30 15:43:00,8,0,941.7719999999999,0.5555555555555556,294
